DrugBank ID,Name,Drug Groups,SMILES
DB02225,"1,2-Di-N-Pentanoyl-Sn-Glycero-3-Dithiophosphocholine",experimental,CCCCC(=O)OC[C@H](CO[P@@]([S-])(=S)OCC[N+](C)(C)C)OC(=O)CCCC
DB02226,"3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-4-Yl]Hexyl]-Phenanthridinium",experimental,NC1=CC2=C(C=C1)C1=CC=C(N)C=C1C(C1=CC=CC=C1)=[N+]2CCCCCCC1=CN(CCNC2=C3CCCCC3=NC3=C2C=CC=C3)N=N1
DB02227,"4,5-Dihydroxy-Tetrahydro-Pyran-2-Carboxylic Acid",experimental,O[C@H]1CO[C@@H](C[C@@H]1O)C(O)=O
DB02228,2-deoxy-2-fluoro-β-D-galactose,experimental,[H][C@@]1(O)O[C@]([H])(CO)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])F
DB02229,5'-O-[(L-methionyl)-sulphamoyl]adenosine,experimental,CSCC[C@H](N)C(=O)NS(=O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)NC=NC12
DB02230,Immucillin-G,experimental,NC1=NC2=C(NC=C2[C@@H]2N[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1
DB02232,"1,2-Dihydroxybenzene",experimental,OC1=CC=CC=C1O
DB02233,6-hydroxy-D-norleucine,experimental,[H][C@@](N)(CCCCO)C(O)=O
DB02234,S-Ethylisothiourea,experimental,CCSC(N)=N
DB02235,L-methionine (R)-S-oxide,experimental,C[S@@](=O)CC[C@H](N)C(O)=O
DB02236,Glycinamide Ribonucleotide,experimental,NCC(=O)NC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
DB02237,Maltotetraose,experimental,OC[C@@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C=O
DB02238,4-methylthio-2-oxobutanoic acid,experimental,CSCCC(=O)C(O)=O
DB02239,Laevulinic Acid,experimental,CC(=O)CCC(O)=O
DB02240,Quinacrine mustard,experimental,COC1=CC2=C(NC(C)CCCN(CCCl)CCCl)C3=CC=C(Cl)C=C3N=C2C=C1
DB02241,"8-Benzyl-2-Hydroperoxy-2-(4-Hydroxy-Benzyl)-6-(4-Hydroxy-Phenyl)-2h-Imidazo[1,2-a]Pyrazin-3-One",experimental,OO[C@]1(CC2=CC=C(O)C=C2)N=C2N(C=C(N=C2CC2=CC=CC=C2)C2=CC=C(O)C=C2)C1=O
DB02242,Cyclohexanepropanoic acid,experimental,OC(=O)CCC1CCCCC1
DB02243,4-Morpholin-4-Yl-Piperidine-1-Carboxylic Acid [1-(3-Benzenesulfonyl-1-Propyl-Allylcarbamoyl)-2-Phenylethyl]-Amide,experimental,[H][C@](CCC)(C=CS(=O)(=O)C1=CC=CC=C1)N=C(O)[C@]([H])(CC1=CC=CC=C1)N=C(O)N1CCC(CC1)N1CCOCC1
DB02245,7-Deazaguanine,experimental,NC1=NC2=C(CC=N2)C(=O)N1
DB02247,Hydrolyzed Cephalothin,experimental,[H][C@@](NC(=O)CC1=CC=CS1)(C(O)=O)[C@@]1([H])NC(C(O)=O)=C(C)CS1
DB02248,3-Methyl-5-Sulfo-Pyrrolidine-2-Carboxylic Acid,experimental,[H][C@@]1(C)C[C@@]([H])(N[C@@]1([H])C(O)=O)S(O)(=O)=O
DB02249,2-Ethoxyethanol,experimental,CCOCCO
DB02251,O-Succinylbenzoate,experimental,OC(=O)CCC(=O)C1=C(C=CC=C1)C(O)=O
DB02252,Iodobenzene,experimental,IC1=CC=CC=C1
DB02253,"(1r)-4-[(1e,3e,5e,7z,9e,11z,13e,15e)-17-Hydroxy-3,7,12,16-Tetramethylheptadeca-1,3,5,7,9,11,13,15-Octaen-1-Yl]-3,5,5-Trimethylcyclohex-3-En-1-Ol",experimental,OC\C(C)=C\C=C\C(\C)=C/C=C/C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)C[C@@H](O)CC1(C)C
DB02254,Trifluoro-thiamin phosphate,experimental,CC1=C(CCOP([O-])([O-])=O)SC=[N+]1CC1=CN=C(N=C1N)C(F)(F)F
DB02255,Ilomastat,experimental,CNC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC(C)C)CC(=O)NO
DB02256,2'-Deoxyuridine,experimental,OC[C@H]1O[C@H](C[C@@H]1O)N1C=CC(=O)NC1=O
DB02257,N-Bromoacetyl-Aminoethyl Phosphate,experimental,CC(=O)N(Br)CCOP(O)(O)=O
DB02258,SR11254,experimental,CC1(C)CCC(C)(C)C2=CC(=CC=C12)C(=N/O)\C1=CC=C2C=C(C=CC2=C1)C(O)=O
DB02259,"3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid (4-Sulfamoyl-Phenyl)-Amide",experimental,CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=C(C=C2)S(=O)(=O)NC1=CC=C(C=C1)S(N)(=O)=O
DB02260,4-Oxosebacic Acid,experimental,OC(=O)CCCCCC(=O)CCC(O)=O
DB02261,Platelet Activating Factor,experimental,CCCCCCCCCCCCCCCCOC[C@H](CO[P@@]([O-])(=O)OCC[N+](C)(C)C)OC(C)=O
DB02262,Orotic acid,investigational,OC(=O)C1=CC(=O)NC(=O)N1
DB02263,D-glyceraldehyde 3-phosphate,experimental,[H]C(=O)[C@H](O)COP(O)(O)=O
DB02264,O2-Sulfo-Glucuronic Acid,experimental,[H][C@@]1(O)O[C@@]([H])(C(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])OS(O)(=O)=O
DB02265,Ethyl-Trimethyl-Silane,experimental,CC[Si](C)(C)C
DB02266,Flufenamic acid,approved,OC(=O)C1=CC=CC=C1NC1=CC(=CC=C1)C(F)(F)F
DB02267,Argininosuccinate,experimental,N[C@@H](CCC\N=C(/N)N[C@H](CC(O)=O)C(O)=O)C(O)=O
DB02268,4-(Acetylamino)-3-Amino Benzoic Acid,experimental,CC(=O)NC1=C(N)C=C(C=C1)C(O)=O
DB02269,[4-({[5-Benzyloxy-1-(3-Carbamimidoyl-Benzyl)-1h-Indole-2-Carbonyl]-Amino}-Methyl)-Phenyl]-Trimethyl-Ammonium,experimental,C[N+](C)(C)C1=CC=C(CNC(=O)C2=CC3=C(C=CC(OCC4=CC=CC=C4)=C3)N2CC2=CC=CC(=C2)C(N)=N)C=C1
DB02270,Dimethylallyl S-Thiolodiphosphate,experimental,CC(C)CCS[P@](O)(=O)OP(O)(O)=O
DB02271,S-(2-oxo)pentadecylcoa,experimental,[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OCC(C)(C)[C@H](O)C(=O)N([H])CCC(=O)N([H])CCSCC(=O)CCCCCCCCCCCCC)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1
DB02272,Porphobilinogen,experimental,NCC1=C(CC(O)=O)C(CCC(O)=O)=CN1
DB02273,"2,6-Dimethyl-7-Octen-2-Ol",experimental,C[C@@H](CCCC(C)(C)O)C=C
DB02274,7-Keto-8-Aminopelargonic Acid,experimental,[H][C@@](C)(N)C(=O)CCCCCC(O)=O
DB02275,"[2-Aminomethyl-5-Oxo-4-(4-Oxo-Cyclohexa-2,5-Dienylmethyl)-4,5-Dihydro-Imidazol-1-Yl] -Acetaldehyde",experimental,[H][C@@]1(CC2C=CC(=O)C=C2)N=C(CN)N(CC=O)C1=O
DB02276,(S)-2-(Phosphonoxy)Caproyl-L-Leucyl-P-Nitroanilide,experimental,[H][C@@](CC(C)C)(NC(=O)[C@]([H])(CCCC)OP(O)(O)=O)C(=O)NC1=CC=C(C=C1)[N+]([O-])=O
DB02277,1-(5-Tert-Butyl-2-Methyl-2h-Pyrazol-3-Yl)-3-(4-Chloro-Phenyl)-Urea,experimental,CN1N=C(C=C1NC(=O)NC1=CC=C(Cl)C=C1)C(C)(C)C
DB02278,"7,8-dihydro-7,7-dimethyl-6-hydroxypterin",experimental,[H]N([H])C1=NC(=O)C2=C(N1[H])N([H])C(C)(C)C(=O)N2[H]
DB02279,Benzoylformic Acid,experimental,OC(=O)C(=O)C1=CC=CC=C1
DB02280,(R)-Mandelic acid,experimental,O[C@@H](C(O)=O)C1=CC=CC=C1
DB02281,Formycin,experimental,[H][C@]1(CO)O[C@@]([H])(C2=C3N=CN=C(N)C3=NN2)[C@]([H])(O)[C@]1([H])O
DB02282,5'-S-methyl-5'-thioadenosine,experimental,CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N
DB02283,2-Phenylamino-Ethanesulfonic Acid,experimental,OS(=O)(=O)CCNC1=CC=CC=C1
DB02285,Protoporphyrin,experimental,CC1=C(CCC(O)=O)/C2=C/C3=N/C(=C\C4=C(C)C(C=C)=C(N4)/C=C4\N=C(\C=C\1/N\2)C(C=C)=C4C)/C(C)=C3CCC(O)=O
DB02286,2-amino-3-(4-amino-1H-indol-3-yl)propanoic acid,experimental,[H][C@](N)(CC1=CNC2=CC=CC(N)=C12)C(O)=O
DB02287,2-(2-hydroxy-phenyl)-3H-benzoimidazole-5-carboxamidine,experimental,NC(=[NH2+])C1=CC2=C(C=C1)N=C(N2)C1=CC=CC=C1O
DB02288,CRA-9334,experimental,CC1=CC(Br)=C([O-])C(=C1)C1=NC2=CC(=CC=C2N1)C(N)=[NH2+]
DB02289,2-Aminopropanedioic Acid,experimental,NC(C(O)=O)C(O)=O
DB02290,"3-{2,6,8-trioxo-9-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]-1,2,3,6,8,9-hexahydro-7H-purin-7-Yl}propyl dihydrogen phosphate",experimental,[H]N1C2=C(N(CCCOP(O)(O)=O)C(=O)N2C[C@H](O)[C@H](O)[C@H](O)CO)C(=O)N([H])C1=O
DB02292,Irosustat,investigational,NS(=O)(=O)OC1=CC=C2C3=C(CCCCC3)C(=O)OC2=C1
DB02293,"(2S)-2,3-bis{[(3R,7R)-3,7,11,15-tetramethylhexadecyl]oxy}propyl (2R)-2-hydroxy-3-[(hydroxyphosphinato)oxy]propyl phosphate",experimental,[H]C(C)(CCCC(C)C)CCC[C@@]([H])(C)CCC[C@@]([H])(C)CCOC[C@@]([H])(COP(O)(=O)OC[C@]([H])(O)COP([O-])([O-])=O)OCC[C@]([H])(C)CCC[C@]([H])(C)CCCC([H])(C)CCCC(C)C
DB02294,"(5R,6S,7S,8S)-5-hydroxymethyl-6,7,8-trihydroxy-tetrazolo[1,5-A]piperidine",experimental,[H][C@]1(O)C2=NN=NN2[C@]([H])(CO)[C@]([H])(O)[C@]1([H])O
DB02295,"N-[3-(Dimethylamino)Propyl]-2-({[4-({[4-(Formylamino)-1-Methyl-1h-Pyrrol-2-Yl]Carbonyl}Amino)-1-Methyl-1h-Pyrrol-2-Yl]Carbonyl}Amino)-5-Isopropyl-1,3-Thiazole-4-Carboxamide",experimental,CC(C)C1=C(N=C(NC(=O)C2=CC(NC(=O)C3=CC(NC=O)=CN3C)=CN2C)S1)C(=O)NCCCN(C)C
DB02296,Isoamyl alcohol,experimental,CC(C)CCO
DB02297,2-Amino-6-Chloropyrazine,experimental,NC1=CN=CC(Cl)=N1
DB02298,5-Hydroxyamino-3-Methyl-Pyrrolidine-2-Carboxylic Acid,experimental,[H][C@@]1(C)C[C@@]([H])(NO)N[C@@]1([H])C(O)=O
DB02299,Arginineamide,experimental,N[C@@H](CCCNC(N)=[NH2+])C(N)=O
DB02300,Calcipotriol,approved,O[C@H](\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)C1CC1
DB02301,"5,10-Methylene-6-Hydrofolic Acid",experimental,NC1=NC(=O)C2=C(N1)N=C[C@@H]1CN(CN21)C1=CC=C(C=C1)C(=O)N[C@H](CCC(O)=O)C(O)=O
DB02302,Symmetric dimethylarginine,experimental,CN\C(NCCC[C@H](N)C(O)=O)=N\C
DB02303,"(5S)-5-Iododihydro-2,4(1H,3H)-pyrimidinedione",experimental,[H]N1C[C@H](I)C(=O)N([H])C1=O
DB02304,Prostaglandin B2,experimental,CCCCC[C@H](O)\C=C\C1=C(C\C=C/CCCC(O)=O)C(=O)CC1
DB02305,"4,5-Dehydro-D-Glucuronic Acid",experimental,[H][C@@]1(O)OC(=C[C@]([H])(O)[C@@]1([H])O)C(O)=O
DB02306,Palmitoyl-Linoleoyl Phosphatidylcholine,experimental,CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC
DB02307,N-(1-carboxy-3-phenylpropyl)phenylalanyl-alpha-asparagine,experimental,[H]N([H])C(=O)[C@H](CC(O)=O)N([H])C(=O)[C@H](CC1=CC=CC=C1)N([H])[C@@H](CCC1=CC=CC=C1)C(O)=O
DB02308,"4-(1,3,2-Dioxaborolan-2-Yloxy)Butan-1-Aminium",experimental,[NH3+]CCCCOB1OCCO1
DB02309,5-monophosphate-9-beta-D-ribofuranosyl xanthine,experimental,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)[N+]1=CNC2=C1NC(=O)NC2=O
DB02310,"3,5,6,8-Tetramethyl-N-Methyl Phenanthrolinium",experimental,CC1=CN=C2C(=C1)C(C)=C(C)C1=C2[N+](C)=CC(C)=C1
DB02311,Methyl Methylsulfinylmethyl Sulfide,experimental,CSC[S@](C)=O
DB02312,beta-D-galactose 6-phosphate,experimental,O[C@@H]1O[C@H](COP(O)(O)=O)[C@H](O)[C@H](O)[C@H]1O
DB02313,"Ethyl (4R)-4-{[(2R,5S)-2-(4-fluorobenzyl)-6-methyl-5-{[(5-methyl-1,2-oxazol-3-yl)carbonyl]amino}-4-oxoheptanoyl]amino}-5-[(3S)-2-oxo-3-pyrrolidinyl]pentanoate",experimental,[H]N([C@H](CCC(=O)OCC)C[C@@H]1CCN([H])C1=O)C(=O)[C@H](CC(=O)[C@@H](N([H])C(=O)C1=NOC(C)=C1)C(C)C)CC1=CC=C(F)C=C1
DB02314,Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine-D-Glutamate,experimental,C[C@H](NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(=O)NC2=O)[C@@H]1NC(C)=O)C(=O)N[C@H](CCC(O)=O)C(O)=O
DB02315,Cyclic GMP,experimental,NC1=NC2=C(N=CN2[C@@H]2O[C@@H]3COP(O)(=O)O[C@H]3[C@H]2O)C(=O)N1
DB02316,"1-(5-Carboxypentyl)-5-[(2,6-Dichlorobenzyl)Oxy]-1 H-Indole-2-Carboxylic Acid",experimental,OC(=O)CCCCCN1C(=CC2=C1C=CC(OCC1=C(Cl)C=CC=C1Cl)=C2)C(O)=O
DB02317,Alpha-D-Galactose-1-Phosphate,experimental,OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@H]1O
DB02318,2-deoxy-2-fluoro-alpha-D-mannosyl fluoride,experimental,[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)OC([H])(F)[C@@]1([H])F
DB02319,"5,6-dihydroxy-NADP",experimental,[H]N([H])C(=O)C1=CN([C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]3O[C@H]([C@H](OP(O)(O)=O)[C@@H]3O)N3C=NC4=C(N=CN=C34)N([H])[H])[C@@H](O)[C@H]2O)[C@@H](O)[C@@H](O)C1
DB02320,N-beta-D-glucopyranosylacetamide,experimental,[H]N([C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(C)=O
DB02321,"5-(3-Amino-4,4-Dihyroxy-Butylsulfanylmethyl)-Tetrahydro-Furan-2,3,4-Triol",experimental,N[C@@H](CCSC[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O)C(O)=O
DB02322,Heparin Disaccharide I-S,experimental,[H][C@]1(O)O[C@]([H])(COS([O-])(=O)=O)[C@@]([H])(O[C@]2([H])OC(=C[C@]([H])(O)[C@@]2([H])OS([O-])(=O)=O)C([O-])=O)[C@]([H])(O)[C@@]1([H])NS([O-])(=O)=O
DB02323,EM-1745,experimental,[H][C@]1(CCCCCCCCC(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C(N)N=CN=C34)[C@]([H])(O)[C@]2([H])O)C[C@@]2([H])[C@]3([H])CCC4=CC(O)=CC=C4[C@@]3([H])CC[C@]2(C)[C@@]1([H])O
DB02324,5-Iodo-2'-Deoxyuridine-5'-Monophosphate,experimental,[H][C@]1(O)C[C@@]([H])(O[C@]1([H])COP(O)(O)=O)N1C=C(I)C(=O)NC1=O
DB02325,Isopropyl alcohol,approved; investigational,CC(C)O
DB02326,1-Hydroxyamine-2-Isobutylmalonic Acid,experimental,CC(C)C[C@@H](C(O)=O)C(=O)NO
DB02327,Triethylene glycol,experimental,OCCOCCOCCO
DB02328,2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Imino]-5-Phosphono-Pent-3-Enoic Acid,experimental,[H]\C(CP(O)(O)=O)=C(\[H])/C(=N\CC1=C(COP(O)(O)=O)C=NC(C)=C1O)/C(O)=O
DB02329,Carbenoxolone,experimental,[H][C@@]1(CC[C@@]2(C)[C@@]([H])(CC[C@]3(C)[C@]2([H])C(=O)C=C2[C@]4([H])C[C@](C)(CC[C@]4(C)CC[C@@]32C)C(O)=O)C1(C)C)OC(=O)CCC(O)=O
DB02331,"(2s)-2-[(5-Benzofuran-2-Yl-Thiophen-2-Ylmethyl)-(2,4-Dichloro-Benzoyl)-Amino]-3-Phenyl-Propionic Acid",experimental,[H][C@@](CC1=CC=CC=C1)(N(CC1=CC=C(S1)C1=CC2=CC=CC=C2O1)C(=O)C1=C(Cl)C=C(Cl)C=C1)C(O)=O
DB02332,Flavin-N7 protonated-adenine dinucleotide,experimental,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C([NH3+])N=CN=C13)C1=NC(=O)NC(=O)C1=N2
DB02333,Deoxyuridine-5'-Triphosphate,experimental,O[C@H]1C[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O
DB02334,(R)-2-Hydroxy-3-Sulfopropanoic Acid,experimental,O[C@@H](CS(O)(=O)=O)C(O)=O
DB02335,2-Aminothiazoline,experimental,NC1=NCCS1
DB02336,RU83876,experimental,CC(=O)N[C@@H](CC1=CC(=C(C=C1)P(O)(O)=O)P(O)(O)=O)C(=O)N[C@H]1CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O
DB02337,S-(D-Carboxybutyl)-L-Homocysteine,experimental,N[C@@H](CCSCCCCC(O)=O)C(O)=O
DB02338,NADPH,experimental,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)(O)=O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O
DB02339,Allyl-{6-[3-(4-Bromo-Phenyl)-Benzofuran-6-Yloxy]-Hexyl-}-Methyl-Amin,experimental,CN(CCCCCCOC1=CC=C2C(OC=C2C2=CC=C(Br)C=C2)=C1)CC=C
DB02340,N-Acetyl-Serine,experimental,CC(=O)N[C@@H](CO)C(O)=O
DB02341,"Mdl 101,146",experimental,CC(C)[C@@H](NC(=O)C1=CC=C(C=C1)C(=O)N1CCOCC1)C(=O)N1CCC[C@@H]1C(=O)N[C@H](C(C)C)C(=O)C(F)(F)C(F)(F)F
DB02342,2-Methoxyestradiol,investigational,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C(OC)=C3
DB02343,"3,6,9,12,15-Pentaoxaheptadecane",experimental,CCOCCOCCOCCOCCOCC
DB02345,Selenocysteine,experimental,N[C@@H](C[SeH])C(O)=O
DB02346,3'-O-N-Octanoyl-a-D-Glucopyranosyl-B-D-Fructofuranoside,experimental,[H][C@]1(CO)O[C@@](CO)(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(OC(=O)CCCCCCC)[C@@]2([H])O)[C@@]([H])(O)[C@]1([H])O
DB02347,2-Amino-3-(5-Tert-Butyl-3-(Phosphonomethoxy)-4-Isoxazolyl)Propionic Acid,experimental,CC(C)(C)C1=C(C[C@H](N)C(O)=O)C(OCP(O)(O)=O)=NO1
DB02348,Monofluorophosphate ion,experimental,[O-]P([O-])(F)=O
DB02349,Nicotinamide-adenine-dinucleotide-5-hydroxy-4-oxonorvaline,experimental,[H]N([H])[C@@H](CC(=O)[C@@H](O)C1=C(C=[N+](C=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N=CN=C23)N([H])[H])[C@@H](O)[C@H]1O)C(=O)N([H])[H])C(O)=O
DB02350,"N-Hydroxy-4-[(4-Methoxylphenyl)Sulfonyl]-2,2-Dimethyl-Hexahydro-1,4-Thiazepine-3(S)-Carboxamide",experimental,[H][C@@]1(N(CCCSC1(C)C)S(=O)(=O)C1=CC=C(OC)C=C1)C(=O)NO
DB02352,3-(Benzyloxy)Pyridin-2-Amine,experimental,NC1=NC=CC=C1OCC1=CC=CC=C1
DB02353,Heparin Disaccharide Iii-S,experimental,[H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(O[C@]2([H])OC(=C[C@]([H])(O)[C@@]2([H])OS([O-])(=O)=O)C([O-])=O)[C@]([H])(O)[C@@]1([H])NS([O-])(=O)=O
DB02354,4-{[1-Methyl-5-(2-Methyl-Benzoimidazol-1-Ylmethyl)-1h-Benzoimidazol-2-Ylmethyl]-Amino}-Benzamidine,experimental,CN1C(CNC2=CC=C(C=C2)C(N)=N)=NC2=C1C=CC(CN1C(C)=NC3=C1C=CC=C3)=C2
DB02355,Adenosine-5'-Rp-Alpha-Thio-Triphosphate,experimental,[H][C@]1(CO[P@@](O)(=S)OP(O)(=O)OP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O
DB02356,4-Imidazolmethylene-5-Imidazolone Chromophore,experimental,[H][C@](N)(CO)[C@@]1([H])N=C(CC2=CN=CN2)C(=O)N1CC(O)=O
DB02357,Methyl-O3-(Alpha-D-Mannose)-Alpha-D-Mannose,experimental,[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(O[C@@]2([H])[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(OC)[C@@]2([H])O)[C@@]1([H])O
DB02358,LY374571,experimental,[H]N([H])C1=NC(=O)C(N([H])[H])=C(N([H])C(=O)N([H])C2=CC=C(C=C2)C(=O)N([H])[C@@H](CCC(O)=O)C(O)=O)N1[H]
DB02359,"9-Butyl-8-(2,5-Dimethoxy-Benzyl)-9h-Purin-6-Ylamine",experimental,CCCCN1C(CC2=CC(OC)=CC=C2OC)=NC2=C(N)N=CN=C12
DB02360,Bis-Napthyl Beta-Ketophosphonic Acid,experimental,[H][C@](C(=O)C1=CC2=CC=CC=C2C=C1)(C1=CC=CC2=CC=CC=C12)P(O)(O)=O
DB02361,S-Methyl Thiocysteine Group,experimental,[H][C@](N)(CSSC)C(O)=O
DB02362,Aminobenzoic acid,approved; experimental,NC1=CC=C(C=C1)C(O)=O
DB02363,2'-Monophosphoadenosine-5'-Diphosphate,experimental,[H][C@]1(COP(O)(=O)OP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(OP(O)(O)=O)[C@]1([H])O
DB02364,2-Amino-3-(Diethoxy-Phosphoryloxy)-Propionic Acid,experimental,[H][C@](N)(COP(=O)(OCC)OCC)C(O)=O
DB02365,"1,10-Phenanthroline",experimental,C1=CC2=CC=C3C=CC=NC3=C2N=C1
DB02366,CRA_10762,experimental,NC(=N)C1=CC2=C(NC(=N2)C2=CC=CC(C3=CC=CC=C3)=C2O)C=C1Cl
DB02367,(1n)-4-N-Butoxyphenylsulfonyl-(2r)-N-Hydroxycarboxamido-(4s)-Methanesulfonylamino-Pyrrolidine,experimental,CCCCOC1=CC=C(C=C1)S(=O)(=O)N1C[C@H](C[C@@H]1C(=O)NO)NS(C)(=O)=O
DB02368,N-Acetyl-L-Citrulline,experimental,CC(=O)N[C@@H](CCCNC(N)=O)C(O)=O
DB02369,"3-Aza-2,3-Dihydrogeranyl Diphosphate",experimental,CN(CCO[P@]([O-])(=O)OP([O-])([O-])=O)CCC=C(C)C
DB02370,Nz-(1-Carboxyethyl)-Lysine,experimental,C[C@@H](NCCCC[C@H](N)C(O)=O)C(O)=O
DB02371,"2-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Ethanesulfonic Acid",experimental,OCC(CO)(CO)NCCS(O)(=O)=O
DB02372,"2,5-Dimethylpyrimidin-4-Amine",experimental,CC1=CN=C(C)N=C1N
DB02373,Adenosine monotungstate,experimental,[H]N([H])C1=NC=NC2=C1N=CN2[C@]1([H])O[C@@]([H])(CO[W](O)(O)=O)[C@]([H])(O)[C@@]1([H])O
DB02374,Xylose-Derived Imidazole,experimental,[H][C@@]1(O)CN2C=CN=C2[C@]([H])(O)[C@@]1([H])O
DB02375,Myricetin,experimental,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1
DB02376,"D-gluconhydroximo-1,5-lactam",experimental,[H][C@]1(O)C(NO)=N[C@]([H])(CO)[C@@]([H])(O)[C@]1([H])O
DB02377,Guanine,experimental,NC1=NC(=O)C2=C(N1)N=CN2
DB02378,MMI-175,experimental,CC(C)C[C@H](NC(=O)[C@@H]1CC(=O)NCCCCCCOC(=O)N[C@@H](C(C)C)C(=O)N1)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCC1=CC=CC=C1
DB02379,Beta-D-Glucose,experimental,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
DB02380,Deoxyinosine,experimental,OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC2=O
DB02381,nor-NOHA,investigational,N[C@@H](CCNC(=N)NO)C(O)=O
DB02382,Namn,experimental,[H][C@]1(COP(O)([O-])=O)O[C@@]([H])([N+]2=CC=CC(=C2)C(O)=O)[C@]([H])(O)[C@]1([H])O
DB02383,Tolrestat,withdrawn,COC1=C(C2=CC=CC(C(=S)N(C)CC(O)=O)=C2C=C1)C(F)(F)F
DB02384,(E)-2-Fluoro-P-Hydroxycinnamate,experimental,[H]\C(=C(/F)C(O)=O)C1=CC=C([O-])C=C1
DB02385,D-threo-neopterin,experimental,NC1=NC2=NC=C(N=C2C(=O)N1)[C@@H](O)[C@H](O)CO
DB02386,Leucine Phosphonic Acid,experimental,CC(C)C[C@H](N)P(O)(O)=O
